date,Major Incident Type,Incident Count
01/10/2015,False Alarm,32
01/10/2015,Fire,2
01/10/2015,Hazardous Condition,25
01/10/2015,Investigation,22
23/05/2010,Investigation,12
17/09/2010,Public Service Assistance,5
29/10/2010,Investigation,18
09/12/2010,Fire,5
04/02/2011,Hazardous Condition,17
27/02/2011,False Alarm,20
16/03/2011,Public Service Assistance,5
07/06/2011,Public Service Assistance,10
30/06/2011,Public Service Assistance,17
01/10/2015,Medical/Rescue,89
01/10/2015,Public Service Assistance,11
02/10/2015,False Alarm,22
02/10/2015,Hazardous Condition,35
02/10/2015,Investigation,17
02/10/2015,Medical/Rescue,95
02/10/2015,Public Service Assistance,13
03/10/2015,False Alarm,21
03/10/2015,Hazardous Condition,13
03/10/2015,Investigation,14
03/10/2015,Medical/Rescue,63
03/10/2015,Public Service Assistance,12
03/10/2015,Severe Weather,3
04/10/2015,Investigation,9
04/10/2015,Medical/Rescue,67
04/10/2015,Public Service Assistance,15
05/10/2015,Fire,3
05/10/2015,Hazardous Condition,27
05/10/2015,Investigation,19
05/10/2015,Medical/Rescue,94
05/10/2015,Public Service Assistance,13
05/10/2015,Rupture/Explosion,1
05/10/2015,Severe Weather,1
06/10/2015,False Alarm,19
06/10/2015,Fire,3
06/10/2015,Hazardous Condition,29
06/10/2015,Investigation,15
06/10/2015,Medical/Rescue,96
06/10/2015,Public Service Assistance,11
06/10/2015,Rupture/Explosion,1
06/10/2015,Severe Weather,1
07/10/2015,False Alarm,24
07/10/2015,Hazardous Condition,23
07/10/2015,Investigation,15
07/10/2015,Medical/Rescue,108
07/10/2015,Public Service Assistance,12
07/10/2015,Severe Weather,1
08/10/2015,False Alarm,17
08/10/2015,Hazardous Condition,23
08/10/2015,Investigation,15
08/10/2015,Medical/Rescue,78
16/04/2010,False Alarm,25
23/05/2010,Medical/Rescue,60
15/07/2010,Medical/Rescue,67
25/07/2010,Public Service Assistance,11
10/08/2010,Medical/Rescue,71
19/08/2010,Investigation,17
13/09/2010,Investigation,11
26/09/2010,Public Service Assistance,11
27/02/2011,Fire,2
08/10/2015,Public Service Assistance,9
09/10/2015,Hazardous Condition,33
09/10/2015,Investigation,27
09/10/2015,Medical/Rescue,66
09/10/2015,Public Service Assistance,17
10/10/2015,False Alarm,18
10/10/2015,Fire,7
10/10/2015,Hazardous Condition,17
10/10/2015,Investigation,14
10/10/2015,Medical/Rescue,95
10/10/2015,Public Service Assistance,13
11/10/2015,False Alarm,26
11/10/2015,Fire,5
11/10/2015,Hazardous Condition,15
11/10/2015,Investigation,16
11/10/2015,Medical/Rescue,66
11/10/2015,Public Service Assistance,13
11/10/2015,Severe Weather,2
12/10/2015,False Alarm,17
12/10/2015,Hazardous Condition,13
12/10/2015,Investigation,9
12/10/2015,Medical/Rescue,73
12/10/2015,Public Service Assistance,10
13/10/2015,False Alarm,21
13/10/2015,Hazardous Condition,20
13/10/2015,Investigation,13
13/10/2015,Medical/Rescue,73
13/10/2015,Public Service Assistance,12
14/10/2015,False Alarm,27
14/10/2015,Hazardous Condition,26
14/10/2015,Investigation,23
14/10/2015,Medical/Rescue,84
14/10/2015,Public Service Assistance,14
15/10/2015,False Alarm,24
15/10/2015,Fire,2
15/10/2015,Hazardous Condition,21
15/10/2015,Investigation,11
15/10/2015,Medical/Rescue,97
15/10/2015,Public Service Assistance,6
15/10/2015,Rupture/Explosion,1
15/10/2015,Severe Weather,1
16/10/2015,Fire,3
15/01/2010,Medical/Rescue,57
15/07/2010,Public Service Assistance,15
10/08/2010,Public Service Assistance,9
29/10/2010,Medical/Rescue,65
14/11/2010,Hazardous Condition,12
22/11/2010,Public Service Assistance,16
01/07/2011,False Alarm,22
13/07/2011,Hazardous Condition,22
16/10/2015,Hazardous Condition,26
16/10/2015,Investigation,18
16/10/2015,Medical/Rescue,87
16/10/2015,Public Service Assistance,10
17/10/2015,False Alarm,22
17/10/2015,Fire,4
17/10/2015,Hazardous Condition,19
17/10/2015,Investigation,22
17/10/2015,Medical/Rescue,85
17/10/2015,Public Service Assistance,13
17/10/2015,Severe Weather,1
18/10/2015,False Alarm,18
18/10/2015,Fire,3
18/10/2015,Hazardous Condition,14
18/10/2015,Investigation,16
18/10/2015,Medical/Rescue,85
18/10/2015,Public Service Assistance,10
19/10/2015,Fire,1
19/10/2015,Hazardous Condition,25
19/10/2015,Investigation,16
19/10/2015,Medical/Rescue,82
19/10/2015,Public Service Assistance,8
20/10/2015,False Alarm,28
20/10/2015,Fire,4
20/10/2015,Hazardous Condition,24
20/10/2015,Investigation,10
20/10/2015,Medical/Rescue,85
20/10/2015,Public Service Assistance,10
21/10/2015,Hazardous Condition,32
21/10/2015,Investigation,9
21/10/2015,Medical/Rescue,83
21/10/2015,Public Service Assistance,15
22/10/2015,False Alarm,20
22/10/2015,Fire,4
22/10/2015,Hazardous Condition,30
22/10/2015,Investigation,13
22/10/2015,Medical/Rescue,95
22/10/2015,Public Service Assistance,10
22/10/2015,Rupture/Explosion,2
23/10/2015,Fire,6
23/10/2015,Hazardous Condition,20
23/10/2015,Medical/Rescue,87
23/10/2015,Public Service Assistance,7
16/05/2010,Hazardous Condition,10
23/05/2010,Public Service Assistance,12
09/07/2010,Public Service Assistance,15
18/09/2010,Hazardous Condition,16
14/01/2011,Public Service Assistance,12
04/02/2011,Investigation,20
07/03/2011,Severe Weather,1
26/04/2011,Public Service Assistance,3
19/10/2015,False Alarm,30
24/10/2015,False Alarm,17
24/10/2015,Hazardous Condition,18
24/10/2015,Investigation,19
24/10/2015,Medical/Rescue,86
24/10/2015,Public Service Assistance,10
25/10/2015,Hazardous Condition,18
25/10/2015,Investigation,10
25/10/2015,Medical/Rescue,83
25/10/2015,Public Service Assistance,7
26/10/2015,False Alarm,24
26/10/2015,Fire,1
26/10/2015,Hazardous Condition,30
26/10/2015,Investigation,13
26/10/2015,Medical/Rescue,64
26/10/2015,Public Service Assistance,14
27/10/2015,False Alarm,30
27/10/2015,Hazardous Condition,27
27/10/2015,Medical/Rescue,83
27/10/2015,Public Service Assistance,8
28/10/2015,Fire,7
28/10/2015,Hazardous Condition,18
28/10/2015,Investigation,13
28/10/2015,Public Service Assistance,9
28/10/2015,Rupture/Explosion,1
29/10/2015,Fire,6
29/10/2015,Hazardous Condition,21
29/10/2015,Investigation,11
29/10/2015,Medical/Rescue,100
29/10/2015,Public Service Assistance,10
30/10/2015,False Alarm,26
30/10/2015,Hazardous Condition,19
30/10/2015,Investigation,16
30/10/2015,Medical/Rescue,93
30/10/2015,Public Service Assistance,12
30/10/2015,Rupture/Explosion,1
31/10/2015,False Alarm,23
31/10/2015,Hazardous Condition,18
31/10/2015,Medical/Rescue,84
31/10/2015,Public Service Assistance,10
01/11/2015,False Alarm,23
01/06/2010,Medical/Rescue,52
25/06/2010,Investigation,17
10/07/2010,False Alarm,28
18/12/2010,False Alarm,14
16/02/2011,Public Service Assistance,7
06/04/2011,Investigation,12
01/07/2011,Hazardous Condition,14
03/08/2011,Hazardous Condition,15
11/09/2011,Public Service Assistance,9
01/11/2015,Hazardous Condition,22
01/11/2015,Investigation,11
01/11/2015,Medical/Rescue,78
01/11/2015,Public Service Assistance,9
02/11/2015,False Alarm,17
02/11/2015,Investigation,8
02/11/2015,Medical/Rescue,84
02/11/2015,Public Service Assistance,7
02/11/2015,Severe Weather,1
03/11/2015,False Alarm,18
03/11/2015,Hazardous Condition,21
03/11/2015,Investigation,14
03/11/2015,Medical/Rescue,83
03/11/2015,Public Service Assistance,8
03/11/2015,Rupture/Explosion,1
04/11/2015,False Alarm,25
04/11/2015,Fire,4
04/11/2015,Hazardous Condition,28
04/11/2015,Investigation,20
04/11/2015,Medical/Rescue,88
04/11/2015,Public Service Assistance,7
04/11/2015,Rupture/Explosion,1
05/11/2015,False Alarm,26
05/11/2015,Hazardous Condition,18
05/11/2015,Investigation,13
05/11/2015,Medical/Rescue,83
05/11/2015,Public Service Assistance,7
06/11/2015,False Alarm,22
06/11/2015,Fire,4
06/11/2015,Hazardous Condition,26
06/11/2015,Investigation,14
06/11/2015,Medical/Rescue,85
06/11/2015,Public Service Assistance,10
07/11/2015,False Alarm,28
07/11/2015,Fire,1
07/11/2015,Hazardous Condition,11
07/11/2015,Investigation,22
07/11/2015,Medical/Rescue,88
07/11/2015,Public Service Assistance,10
07/11/2015,Severe Weather,1
08/11/2015,False Alarm,21
08/11/2015,Hazardous Condition,16
19/03/2010,Public Service Assistance,5
18/06/2010,Investigation,10
01/07/2010,Public Service Assistance,14
07/10/2010,False Alarm,32
29/10/2010,Public Service Assistance,15
23/11/2010,False Alarm,66
18/12/2010,Hazardous Condition,13
15/01/2011,Fire,5
17/02/2011,False Alarm,21
17/02/2011,Fire,2
27/02/2011,Hazardous Condition,19
28/05/2011,Severe Weather,1
13/07/2011,Investigation,16
08/11/2015,Investigation,9
08/11/2015,Medical/Rescue,68
08/11/2015,Public Service Assistance,6
08/11/2015,Severe Weather,1
09/11/2015,False Alarm,19
09/11/2015,Hazardous Condition,13
09/11/2015,Investigation,10
09/11/2015,Medical/Rescue,78
09/11/2015,Public Service Assistance,6
10/11/2015,False Alarm,23
10/11/2015,Fire,1
10/11/2015,Hazardous Condition,31
10/11/2015,Investigation,11
10/11/2015,Medical/Rescue,92
10/11/2015,Public Service Assistance,7
10/11/2015,Rupture/Explosion,1
11/11/2015,False Alarm,13
11/11/2015,Fire,2
11/11/2015,Hazardous Condition,17
11/11/2015,Investigation,8
11/11/2015,Medical/Rescue,71
11/11/2015,Public Service Assistance,6
12/11/2015,False Alarm,25
12/11/2015,Fire,2
12/11/2015,Hazardous Condition,28
12/11/2015,Investigation,16
12/11/2015,Medical/Rescue,89
12/11/2015,Public Service Assistance,13
13/11/2015,Fire,2
13/11/2015,Hazardous Condition,24
13/11/2015,Investigation,10
13/11/2015,Medical/Rescue,100
13/11/2015,Public Service Assistance,8
13/11/2015,Severe Weather,1
15/01/2010,Public Service Assistance,4
01/06/2010,Public Service Assistance,6
25/06/2010,Medical/Rescue,69
02/07/2010,False Alarm,15
10/07/2010,Fire,5
30/10/2010,False Alarm,32
23/11/2010,Fire,1
26/01/2011,Public Service Assistance,6
14/11/2015,False Alarm,24
14/11/2015,Fire,4
14/11/2015,Hazardous Condition,21
14/11/2015,Investigation,6
14/11/2015,Medical/Rescue,82
14/11/2015,Public Service Assistance,8
15/11/2015,Fire,2
15/11/2015,Hazardous Condition,23
15/11/2015,Medical/Rescue,90
15/11/2015,Public Service Assistance,4
16/11/2015,False Alarm,35
16/11/2015,Fire,4
16/11/2015,Hazardous Condition,13
16/11/2015,Investigation,9
16/11/2015,Medical/Rescue,66
16/11/2015,Public Service Assistance,7
17/11/2015,False Alarm,32
17/11/2015,Fire,2
17/11/2015,Hazardous Condition,25
17/11/2015,Investigation,14
17/11/2015,Medical/Rescue,92
17/11/2015,Public Service Assistance,17
17/11/2015,Severe Weather,1
18/11/2015,Hazardous Condition,21
18/11/2015,Investigation,17
18/11/2015,Rupture/Explosion,1
19/11/2015,Fire,1
19/11/2015,Hazardous Condition,19
19/11/2015,Investigation,9
19/11/2015,Medical/Rescue,84
19/11/2015,Public Service Assistance,11
20/11/2015,False Alarm,22
20/11/2015,Fire,3
20/11/2015,Hazardous Condition,21
20/11/2015,Investigation,12
20/11/2015,Medical/Rescue,91
20/11/2015,Public Service Assistance,10
21/11/2015,False Alarm,31
21/11/2015,Hazardous Condition,18
21/11/2015,Investigation,12
21/11/2015,Medical/Rescue,71
21/11/2015,Public Service Assistance,11
21/11/2015,Severe Weather,1
22/11/2015,False Alarm,18
22/11/2015,Hazardous Condition,18
16/01/2010,False Alarm,12
26/07/2010,False Alarm,22
07/10/2010,Fire,3
09/12/2010,Hazardous Condition,18
27/01/2011,Fire,2
04/02/2011,Medical/Rescue,60
17/03/2011,False Alarm,20
18/05/2011,False Alarm,21
08/06/2011,False Alarm,24
22/11/2015,Investigation,8
22/11/2015,Medical/Rescue,82
22/11/2015,Public Service Assistance,6
23/11/2015,False Alarm,32
23/11/2015,Hazardous Condition,17
23/11/2015,Medical/Rescue,69
23/11/2015,Public Service Assistance,7
24/11/2015,False Alarm,26
24/11/2015,Fire,1
24/11/2015,Hazardous Condition,21
24/11/2015,Investigation,10
24/11/2015,Medical/Rescue,101
24/11/2015,Public Service Assistance,5
25/11/2015,False Alarm,36
25/11/2015,Hazardous Condition,28
25/11/2015,Investigation,20
25/11/2015,Medical/Rescue,96
25/11/2015,Public Service Assistance,4
26/11/2015,False Alarm,33
26/11/2015,Hazardous Condition,22
26/11/2015,Investigation,19
26/11/2015,Medical/Rescue,91
26/11/2015,Public Service Assistance,12
27/11/2015,False Alarm,21
27/11/2015,Hazardous Condition,19
27/11/2015,Investigation,16
27/11/2015,Medical/Rescue,100
27/11/2015,Public Service Assistance,14
27/11/2015,Severe Weather,2
28/11/2015,False Alarm,26
28/11/2015,Hazardous Condition,13
28/11/2015,Investigation,9
28/11/2015,Medical/Rescue,112
28/11/2015,Public Service Assistance,3
28/11/2015,Severe Weather,1
29/11/2015,False Alarm,22
29/11/2015,Hazardous Condition,13
29/11/2015,Investigation,13
29/11/2015,Medical/Rescue,74
29/11/2015,Public Service Assistance,8
29/11/2015,Rupture/Explosion,1
30/11/2015,False Alarm,43
30/11/2015,Fire,3
16/01/2010,Fire,1
20/03/2010,False Alarm,20
02/06/2010,False Alarm,21
11/06/2010,False Alarm,15
10/07/2010,Hazardous Condition,15
26/07/2010,Fire,5
21/10/2010,False Alarm,22
28/12/2010,Hazardous Condition,11
27/04/2011,False Alarm,15
18/05/2011,Hazardous Condition,21
15/08/2011,Investigation,11
30/11/2015,Hazardous Condition,25
30/11/2015,Investigation,11
30/11/2015,Medical/Rescue,90
30/11/2015,Public Service Assistance,2
01/12/2015,False Alarm,23
01/12/2015,Hazardous Condition,23
01/12/2015,Investigation,11
01/12/2015,Medical/Rescue,75
01/12/2015,Public Service Assistance,5
02/12/2015,False Alarm,21
02/12/2015,Hazardous Condition,20
02/12/2015,Investigation,10
02/12/2015,Medical/Rescue,84
02/12/2015,Public Service Assistance,10
02/12/2015,Rupture/Explosion,1
03/12/2015,False Alarm,29
03/12/2015,Investigation,12
03/12/2015,Medical/Rescue,88
03/12/2015,Public Service Assistance,6
03/12/2015,Severe Weather,1
04/12/2015,False Alarm,21
04/12/2015,Hazardous Condition,15
04/12/2015,Investigation,17
04/12/2015,Medical/Rescue,86
04/12/2015,Public Service Assistance,13
04/12/2015,Rupture/Explosion,1
05/12/2015,False Alarm,16
05/12/2015,Hazardous Condition,10
05/12/2015,Medical/Rescue,68
05/12/2015,Public Service Assistance,2
05/12/2015,Rupture/Explosion,1
06/12/2015,False Alarm,16
06/12/2015,Fire,7
06/12/2015,Hazardous Condition,12
06/12/2015,Investigation,16
06/12/2015,Medical/Rescue,90
06/12/2015,Public Service Assistance,12
06/12/2015,Severe Weather,1
07/12/2015,Hazardous Condition,26
02/06/2010,Hazardous Condition,23
19/08/2010,Medical/Rescue,77
26/08/2010,Investigation,16
27/09/2010,False Alarm,28
21/10/2010,Hazardous Condition,19
18/12/2010,Investigation,16
27/01/2011,Hazardous Condition,30
15/04/2011,Hazardous Condition,18
18/05/2011,Investigation,23
18/05/2011,Medical/Rescue,66
29/05/2011,False Alarm,22
01/07/2011,Investigation,17
13/07/2011,Medical/Rescue,55
07/12/2015,Investigation,14
07/12/2015,Medical/Rescue,88
07/12/2015,Public Service Assistance,10
08/12/2015,Hazardous Condition,18
08/12/2015,Investigation,11
08/12/2015,Medical/Rescue,79
08/12/2015,Public Service Assistance,5
09/12/2015,False Alarm,28
09/12/2015,Hazardous Condition,22
09/12/2015,Investigation,7
09/12/2015,Medical/Rescue,78
09/12/2015,Public Service Assistance,8
10/12/2015,False Alarm,28
10/12/2015,Fire,2
10/12/2015,Hazardous Condition,18
10/12/2015,Investigation,10
10/12/2015,Medical/Rescue,95
10/12/2015,Public Service Assistance,6
10/12/2015,Severe Weather,1
11/12/2015,False Alarm,20
11/12/2015,Hazardous Condition,14
11/12/2015,Investigation,12
11/12/2015,Medical/Rescue,90
11/12/2015,Public Service Assistance,5
12/12/2015,False Alarm,25
12/12/2015,Investigation,5
12/12/2015,Medical/Rescue,69
12/12/2015,Public Service Assistance,7
12/12/2015,Severe Weather,1
13/12/2015,False Alarm,26
13/12/2015,Hazardous Condition,9
13/12/2015,Investigation,4
13/12/2015,Medical/Rescue,76
13/12/2015,Public Service Assistance,2
20/03/2010,Fire,15
07/04/2010,Fire,7
18/06/2010,Medical/Rescue,56
13/09/2010,Medical/Rescue,60
27/09/2010,Fire,7
07/10/2010,Hazardous Condition,19
01/12/2010,Public Service Assistance,6
28/12/2010,Investigation,7
15/01/2011,Hazardous Condition,15
27/04/2011,Hazardous Condition,19
01/07/2011,Medical/Rescue,71
15/08/2011,Medical/Rescue,63
14/12/2015,False Alarm,27
14/12/2015,Hazardous Condition,26
14/12/2015,Investigation,11
14/12/2015,Medical/Rescue,79
14/12/2015,Public Service Assistance,9
15/12/2015,False Alarm,32
15/12/2015,Fire,7
15/12/2015,Hazardous Condition,20
15/12/2015,Investigation,12
15/12/2015,Medical/Rescue,90
15/12/2015,Public Service Assistance,6
16/12/2015,Fire,3
16/12/2015,Hazardous Condition,15
16/12/2015,Investigation,11
16/12/2015,Medical/Rescue,90
16/12/2015,Public Service Assistance,9
17/12/2015,False Alarm,28
17/12/2015,Hazardous Condition,26
17/12/2015,Investigation,15
17/12/2015,Medical/Rescue,86
17/12/2015,Public Service Assistance,11
17/12/2015,Severe Weather,1
18/12/2015,False Alarm,25
18/12/2015,Hazardous Condition,27
18/12/2015,Investigation,14
18/12/2015,Medical/Rescue,125
18/12/2015,Public Service Assistance,8
18/12/2015,Rupture/Explosion,1
19/12/2015,Hazardous Condition,17
19/12/2015,Investigation,11
19/12/2015,Medical/Rescue,95
19/12/2015,Public Service Assistance,10
19/12/2015,Severe Weather,2
20/12/2015,Hazardous Condition,6
20/12/2015,Investigation,10
20/12/2015,Medical/Rescue,87
20/03/2010,Hazardous Condition,15
11/08/2010,False Alarm,25
18/12/2010,Medical/Rescue,72
17/02/2011,Hazardous Condition,23
27/02/2011,Investigation,10
17/03/2011,Fire,3
18/05/2011,Public Service Assistance,20
20/12/2015,Public Service Assistance,11
21/12/2015,False Alarm,25
21/12/2015,Hazardous Condition,17
21/12/2015,Investigation,3
21/12/2015,Medical/Rescue,91
21/12/2015,Public Service Assistance,14
22/12/2015,False Alarm,36
22/12/2015,Investigation,8
22/12/2015,Medical/Rescue,75
22/12/2015,Public Service Assistance,5
22/12/2015,Severe Weather,3
23/12/2015,False Alarm,19
23/12/2015,Hazardous Condition,25
23/12/2015,Investigation,10
23/12/2015,Medical/Rescue,71
23/12/2015,Public Service Assistance,9
23/12/2015,Severe Weather,1
24/12/2015,False Alarm,35
24/12/2015,Hazardous Condition,34
24/12/2015,Investigation,20
24/12/2015,Medical/Rescue,147
24/12/2015,Public Service Assistance,7
25/12/2015,False Alarm,38
25/12/2015,Hazardous Condition,25
25/12/2015,Investigation,11
25/12/2015,Medical/Rescue,104
25/12/2015,Public Service Assistance,5
25/12/2015,Severe Weather,1
26/12/2015,False Alarm,52
26/12/2015,Hazardous Condition,27
26/12/2015,Investigation,19
26/12/2015,Medical/Rescue,76
26/12/2015,Public Service Assistance,8
26/12/2015,Severe Weather,4
27/12/2015,False Alarm,18
27/12/2015,Hazardous Condition,13
27/12/2015,Investigation,12
27/12/2015,Public Service Assistance,11
27/12/2015,Severe Weather,3
28/12/2015,False Alarm,12
28/12/2015,Hazardous Condition,8
28/12/2015,Investigation,10
28/12/2015,Medical/Rescue,80
28/12/2015,Public Service Assistance,9
29/12/2015,False Alarm,12
25/06/2010,Public Service Assistance,13
27/09/2010,Hazardous Condition,26
07/11/2010,Medical/Rescue,62
14/11/2010,Investigation,13
15/01/2011,Investigation,12
08/03/2011,Hazardous Condition,25
27/04/2011,Investigation,7
16/06/2011,Hazardous Condition,14
29/12/2015,Fire,3
29/12/2015,Hazardous Condition,21
29/12/2015,Investigation,8
29/12/2015,Medical/Rescue,74
29/12/2015,Public Service Assistance,10
29/12/2015,Severe Weather,1
30/12/2015,False Alarm,31
30/12/2015,Investigation,11
30/12/2015,Medical/Rescue,75
30/12/2015,Public Service Assistance,8
30/12/2015,Severe Weather,1
31/12/2015,False Alarm,20
31/12/2015,Hazardous Condition,12
31/12/2015,Investigation,9
31/12/2015,Medical/Rescue,85
31/12/2015,Public Service Assistance,7
01/01/2016,False Alarm,25
01/01/2016,Hazardous Condition,7
01/01/2016,Investigation,14
01/01/2016,Medical/Rescue,89
01/01/2016,Public Service Assistance,8
01/01/2016,Rupture/Explosion,1
01/01/2016,Severe Weather,1
02/01/2016,False Alarm,20
02/01/2016,Fire,1
02/01/2016,Hazardous Condition,10
02/01/2016,Investigation,14
02/01/2016,Medical/Rescue,81
02/01/2016,Public Service Assistance,11
02/01/2016,Severe Weather,1
03/01/2016,False Alarm,20
03/01/2016,Hazardous Condition,6
03/01/2016,Investigation,7
03/01/2016,Medical/Rescue,77
03/01/2016,Public Service Assistance,9
03/01/2016,Severe Weather,2
04/01/2016,False Alarm,16
04/01/2016,Fire,2
04/01/2016,Hazardous Condition,28
04/01/2016,Investigation,9
04/01/2016,Medical/Rescue,73
05/01/2016,Hazardous Condition,16
05/01/2016,Medical/Rescue,77
16/01/2010,Hazardous Condition,18
26/08/2010,Medical/Rescue,47
13/09/2010,Public Service Assistance,3
21/10/2010,Investigation,9
14/11/2010,Medical/Rescue,44
17/02/2011,Investigation,10
06/04/2011,Medical/Rescue,59
19/05/2011,False Alarm,37
03/08/2011,Investigation,10
05/01/2016,Public Service Assistance,12
05/01/2016,Severe Weather,1
06/01/2016,False Alarm,18
06/01/2016,Hazardous Condition,20
06/01/2016,Investigation,5
06/01/2016,Medical/Rescue,77
06/01/2016,Public Service Assistance,11
07/01/2016,False Alarm,23
07/01/2016,Hazardous Condition,25
07/01/2016,Investigation,14
07/01/2016,Medical/Rescue,112
07/01/2016,Public Service Assistance,6
07/01/2016,Rupture/Explosion,1
08/01/2016,False Alarm,21
08/01/2016,Hazardous Condition,15
08/01/2016,Investigation,6
08/01/2016,Medical/Rescue,87
08/01/2016,Public Service Assistance,7
08/01/2016,Rupture/Explosion,1
09/01/2016,Hazardous Condition,18
09/01/2016,Investigation,11
09/01/2016,Medical/Rescue,78
09/01/2016,Public Service Assistance,14
09/01/2016,Rupture/Explosion,1
09/01/2016,Severe Weather,1
10/01/2016,False Alarm,30
10/01/2016,Hazardous Condition,13
10/01/2016,Investigation,13
10/01/2016,Public Service Assistance,11
10/01/2016,Severe Weather,1
11/01/2016,Hazardous Condition,12
11/01/2016,Investigation,8
11/01/2016,Medical/Rescue,83
11/01/2016,Public Service Assistance,8
12/01/2016,Fire,3
12/01/2016,Hazardous Condition,17
12/01/2016,Medical/Rescue,89
12/01/2016,Public Service Assistance,6
13/01/2016,False Alarm,20
13/01/2016,Hazardous Condition,24
13/01/2016,Investigation,15
16/01/2010,Investigation,13
20/03/2010,Investigation,24
08/04/2010,Fire,13
16/05/2010,Investigation,19
15/07/2010,Rupture/Explosion,1
27/09/2010,Investigation,18
15/01/2011,Medical/Rescue,67
17/02/2011,Medical/Rescue,36
15/04/2011,Investigation,12
19/05/2011,Hazardous Condition,13
29/05/2011,Hazardous Condition,13
13/07/2011,Public Service Assistance,10
10/01/2016,Fire,1
13/01/2016,Medical/Rescue,89
13/01/2016,Public Service Assistance,9
14/01/2016,False Alarm,26
14/01/2016,Hazardous Condition,16
14/01/2016,Investigation,11
14/01/2016,Medical/Rescue,65
14/01/2016,Public Service Assistance,5
14/01/2016,Severe Weather,1
15/01/2016,False Alarm,24
15/01/2016,Hazardous Condition,18
15/01/2016,Investigation,6
15/01/2016,Medical/Rescue,68
15/01/2016,Public Service Assistance,10
15/01/2016,Severe Weather,2
16/01/2016,Hazardous Condition,12
16/01/2016,Investigation,6
16/01/2016,Public Service Assistance,10
17/01/2016,False Alarm,19
17/01/2016,Hazardous Condition,17
17/01/2016,Investigation,7
17/01/2016,Medical/Rescue,67
17/01/2016,Public Service Assistance,4
18/01/2016,Hazardous Condition,16
18/01/2016,Investigation,10
18/01/2016,Medical/Rescue,73
18/01/2016,Public Service Assistance,11
19/01/2016,False Alarm,26
19/01/2016,Hazardous Condition,20
19/01/2016,Investigation,8
19/01/2016,Medical/Rescue,77
20/01/2016,False Alarm,18
20/01/2016,Fire,1
20/01/2016,Hazardous Condition,13
20/01/2016,Investigation,17
11/06/2010,Fire,5
26/06/2010,False Alarm,17
11/08/2010,Hazardous Condition,17
01/09/2010,Investigation,16
12/10/2010,Public Service Assistance,8
04/02/2011,Public Service Assistance,5
27/04/2011,Medical/Rescue,67
12/09/2011,False Alarm,26
20/01/2016,Medical/Rescue,69
20/01/2016,Public Service Assistance,6
20/01/2016,Rupture/Explosion,1
21/01/2016,False Alarm,23
21/01/2016,Hazardous Condition,13
21/01/2016,Investigation,6
21/01/2016,Medical/Rescue,96
21/01/2016,Public Service Assistance,9
22/01/2016,False Alarm,27
22/01/2016,Fire,5
22/01/2016,Hazardous Condition,12
22/01/2016,Investigation,16
22/01/2016,Medical/Rescue,96
22/01/2016,Public Service Assistance,11
23/01/2016,False Alarm,16
23/01/2016,Hazardous Condition,12
23/01/2016,Investigation,8
23/01/2016,Medical/Rescue,92
23/01/2016,Public Service Assistance,16
23/01/2016,Rupture/Explosion,1
24/01/2016,False Alarm,12
24/01/2016,Hazardous Condition,10
24/01/2016,Medical/Rescue,80
24/01/2016,Public Service Assistance,9
24/01/2016,Rupture/Explosion,1
25/01/2016,False Alarm,25
25/01/2016,Fire,2
25/01/2016,Hazardous Condition,7
25/01/2016,Investigation,7
25/01/2016,Medical/Rescue,84
25/01/2016,Public Service Assistance,4
26/01/2016,False Alarm,24
26/01/2016,Fire,1
26/01/2016,Hazardous Condition,19
26/01/2016,Investigation,11
26/01/2016,Medical/Rescue,72
26/01/2016,Public Service Assistance,5
27/01/2016,False Alarm,25
27/01/2016,Fire,4
27/01/2016,Hazardous Condition,15
27/01/2016,Investigation,20
27/01/2016,Medical/Rescue,83
27/01/2016,Public Service Assistance,3
27/01/2016,Rupture/Explosion,1
26/06/2010,Fire,9
16/07/2010,False Alarm,25
11/08/2010,Investigation,9
23/11/2010,Hazardous Condition,26
05/01/2011,Hazardous Condition,18
17/02/2011,Public Service Assistance,9
17/03/2011,Hazardous Condition,20
01/07/2011,Public Service Assistance,15
29/08/2011,Hazardous Condition,17
28/01/2016,False Alarm,20
28/01/2016,Hazardous Condition,14
28/01/2016,Investigation,17
28/01/2016,Medical/Rescue,79
28/01/2016,Public Service Assistance,11
28/01/2016,Severe Weather,1
29/01/2016,Fire,4
29/01/2016,Investigation,18
29/01/2016,Medical/Rescue,102
29/01/2016,Public Service Assistance,7
29/01/2016,Severe Weather,1
30/01/2016,False Alarm,14
30/01/2016,Fire,5
30/01/2016,Hazardous Condition,11
30/01/2016,Investigation,8
30/01/2016,Medical/Rescue,82
30/01/2016,Public Service Assistance,6
30/01/2016,Severe Weather,1
31/01/2016,False Alarm,12
31/01/2016,Fire,3
31/01/2016,Hazardous Condition,17
31/01/2016,Investigation,14
31/01/2016,Medical/Rescue,78
31/01/2016,Public Service Assistance,7
01/02/2016,False Alarm,18
01/02/2016,Fire,4
01/02/2016,Hazardous Condition,17
01/02/2016,Investigation,8
01/02/2016,Medical/Rescue,76
01/02/2016,Public Service Assistance,6
01/02/2016,Severe Weather,2
02/02/2016,False Alarm,19
02/02/2016,Fire,1
02/02/2016,Hazardous Condition,18
02/02/2016,Investigation,10
02/02/2016,Medical/Rescue,86
02/02/2016,Public Service Assistance,3
03/02/2016,False Alarm,24
