Asset Name,Asset ID,Asset Type,Operating Status,Pool Participant Name,Pool Participant ID
"LF1A LEAP RET#1","LF1A","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1C LEAP RET#3","LF1C","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1E LEAP RET#7","LF1E","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1F LEAP RET#4","LF1F","Sink","Retired","Leap Energy Solutions Corp.","LEAP"
"LF1L LEAP RET#10","LF1L","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1P LEAP RET#6","LF1P","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1R LEAP RET#5","LF1R","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1U LEAP RET#9","LF1U","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF1X LEAP RET#2","LF1X","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LF2E LEAP RET#8","LF2E","Sink","Active","Leap Energy Solutions Corp.","LEAP"
"LI1L LIW SR#1","LI1L","Sink","Retired","Lethbridge Iron Works Co. Ltd","LIW"
"LK1A LKES Ret #1","LK1A","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1C LKES Ret #7","LK1C","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1E LKES Ret #2","LK1E","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1F LKES Ret #9","LK1F","Sink","Retired","Link Energy Supply Inc.","LKES"
"LK1L LKES Ret #5","LK1L","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1P LKES Ret #6","LK1P","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1R LKES Ret #10","LK1R","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1U LKES Ret #3","LK1U","Sink","Active","Link Energy Supply Inc.","LKES"
"LK1W LKES Ret #8","LK1W","Sink","Retired","Link Energy Supply Inc.","LKES"
"LK1X LKES Ret #4","LK1X","Sink","Active","Link Energy Supply Inc.","LKES"
"LK2A LKE2 RET#1","LK2A","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2C LKE2 RET#3","LK2C","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2E LKE2 RET#7","LK2E","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2F LKE2 RET#4","LK2F","Sink","Retired","Link Energy Supply Inc.","LKE2"
"LK2L LKE2 RET#9","LK2L","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2P LKE2 RET#6","LK2P","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2R LKE2 RET#5","LK2R","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2U LKE2 RET#8","LK2U","Sink","Active","Link Energy Supply Inc.","LKE2"
"LK2X LKE2 RET#2","LK2X","Sink","Active","Link Energy Supply Inc.","LKE2"
"LO1E LOGI SR #1","LO1E","Sink","Active","LogiCan Technologies Inc.","LOGI"
"LON1 Loon","LON1","Source","Retired","Harvest Operations Corp.","CYTE"
"LP1A CPEP Ret 1","LP1A","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1C LP1C CPEP Ret 8","LP1C","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1E CPEP Ret 2","LP1E","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1F CPEP Ret 10","LP1F","Sink","Retired","1772387 Alberta Limited Partnership","CPEP"
"LP1L CPEP Ret 5","LP1L","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1P CPEP Ret 6","LP1P","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1R CPEP Ret 11","LP1R","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1U CPEP Ret 4","LP1U","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP1W CPEP Ret 9","LP1W","Sink","Retired","1772387 Alberta Limited Partnership","CPEP"
"LP1X CPEP Ret 7","LP1X","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LP2E CPEP Ret 3","LP2E","Sink","Active","1772387 Alberta Limited Partnership","CPEP"
"LPIA LPI Ret #1","LPIA","Sink","Retired","Landmark Power Inc.","LPI"
"LPIE LPI Ret #2","LPIE","Sink","Retired","Landmark Power Inc.","LPI"
"LPIR LPI Ret #6","LPIR","Sink","Retired","Landmark Power Inc.","LPI"
"LPIU LPI Ret #4","LPIU","Sink","Retired","Landmark Power Inc.","LPI"
"LPIX LPI Ret #5","LPIX","Sink","Retired","Landmark Power Inc.","LPI"
"LPZE LPI Ret #3","LPZE","Sink","Retired","Landmark Power Inc.","LPI"
"LR1A LREA SR","LR1A","Sink","Active","Lakeland REA Ltd.","LREA"
"LR2A LRE5 SR","LR2A","Sink","Active","Lakeland REA Ltd.","LRE5"
"LR6A LRE6 SR#1","LR6A","Sink","Retired","Lakeland REA Ltd.","LRE6"
"LR7A LRE7 SR#1","LR7A","Sink","Retired","Lakeland Rural Electrification Association Ltd.","LRE7"
"LR8A LRE8 SR#1","LR8A","Sink","Active","Lakeland Rural Electrification Association Ltd.","LRE8"
"LR9A LRE9 SR#1","LR9A","Sink","Retired","Lakeland Rural Electrification Association Ltd.","LRE9"
"LRH1 Chinook Health Cogen","LRH1","Source","Retired","Chinook Health Region","CHR"
"LS1A LSL SR #1","LS1A","Sink","Retired","LaCrete Sawmills Ltd","LSL"
"LS1U LSP SR#1","LS1U","Sink","Retired","Lakeside Packers, IBP, Inc","LSP"
"LSP+ LSP FM Buy","LSP+","Sink","Retired","Lakeside Packers, IBP, Inc","LSP"
"LSP- LSP FM Sell","LSP-","Source","Retired","Lakeside Packers, IBP, Inc","LSP"
"LT1L LTH Ret #1","LT1L","Sink","Active","City of Lethbridge","LTH"
"LTH Firm Load","LTH","Sink","Retired","City of Lethbridge","LTH"
"LTH+ LTH FM Buy","LTH+","Sink","Active","City of Lethbridge","LTH"
"LTH- LTH FM Sell","LTH-","Source","Active","City of Lethbridge","LTH"
"LU1A SR 2","LU1A","Sink","Retired","Luscar Ltd","LUSL"
"LU1U SR1","LU1U","Sink","Retired","Luscar Ltd","LUSL"
"MABC MANH Import from BC","MABC","Source","Retired","The Manitoba Hydro-Electric Board","MANH"
"MAC1 MacLeod Flats Turbine","MAC1","Source","Active","TransAlta Corporation","VQW"
"MAN1 Mannville","MAN1","Source","Active","Perpetual Operating Corp.","PPTO"
"MAS1 Maskwacis","MAS1","Source","Active","Neyaskweyahk Sundancer GP Ltd.","NYSG"
"MASK Import from Sask","MASK","Source","Active","The Manitoba Hydro-Electric Board","MANH"
"MAXB MANH Export to BC","MAXB","Sink","Retired","The Manitoba Hydro-Electric Board","MANH"
"MAXS Export to Sask","MAXS","Sink","Active","The Manitoba Hydro-Electric Board","MANH"
"MC1A MCSN Ret #1","MC1A","Sink","Active","Lemalu Holdings Ltd. O/A MCSNet","MCSN"
"MC1U MCFL SR #1","MC1U","Sink","Retired","McCain Foods Limited","MCFL"
"MCL+ MCLE FM Buy","MCL+","Sink","Retired","Brookfield Energy Marketing Inc.","MCLE"
"MCL- MCLE FM Sell","MCL-","Source","Retired","Brookfield Energy Marketing Inc.","MCLE"
"MCXB MCLE Export to BC","MCXB","Sink","Retired","Brookfield Energy Marketing Inc.","MCLE"
"MDF1 Hotchkiss","MDF1","Source","Active","West Fraser Mills Ltd.","WFML"
"ME01 Maxim Energy#1","ME01","Source","Retired","Devon Canada Corporation","AND"
"ME02 Lethbridge Taber","ME02","Source","Active","Signalta Resources Limited","SNRL"
"ME03 Lethbridge Burdett","ME03","Source","Active","Signalta Resources Limited","SNRL"
"ME04 Lethbridge Coaldale","ME04","Source","Active","Signalta Resources Limited","SNRL"
"ME05 Lethbridge Fort MacLeod","ME05","Source","Active","Signalta Resources Limited","SNRL"
"ME1U MEG SR#1","ME1U","Sink","Retired","Maxim Energy Group Ltd.","MEG"
"ME2U MEG2 SR #1","ME2U","Sink","Active","MEG Energy Corp.","MEG2"
"MEC+ MEC FM Buy","MEC+","Sink","Retired","Mariah Energy Corp.","MEC"
"MEC- MEC FM Sell","MEC-","Source","Retired","Mariah Energy Corp.","MEC"
"MEG+ MEG FM Buy","MEG+","Sink","Retired","Maxim Energy Group Ltd.","MEG"
"MEG- MEG FM Sell","MEG-","Source","Retired","Maxim Energy Group Ltd.","MEG"
"MEG1 Christina Lake","MEG1","Source","Active","MEG Energy Corp.","MEGE"
"MEGE MEGE TC Load","MEGE","Sink","Active","MEG Energy Corp.","MEGE"
"MER+ MER FM Buy","MER+","Sink","Retired","Mercury Energy Corporation","MERC"
"MER- MERC FM Sell","MER-","Source","Retired","Mercury Energy Corporation","MERC"
"MER1 Mercury Electric #1","MER1","Source","Retired","Mercury Energy Corporation","MERC"
"MER2 Mercury Electric #2","MER2","Source","Retired","Mercury Energy Corporation","MERC"
"MER3 Mercury Electric #3","MER3","Source","Retired","Mercury Energy Corporation","MERC"
"MF1U MFI SR 1","MF1U","Sink","Retired","Masterfeeds Inc.","MFI"
"MFG1 MFC Mazeppa","MFG1","Source","Retired","MFC Power Limited Partnership","MFCP"
"MFN1 Montana","MFN1","Source","Active","Akamihk Energy Inc.","AKMK"
"MG1A MGE SR #1","MG1A","Sink","Retired","NCE Petrofund Corp","MGE"
"MG1U MGE SR#2","MG1U","Sink","Retired","NCE Petrofund Corp","MGE"
"MGBC MAGE BC Import","MGBC","Source","Active","MAG Energy Solutions Inc.","MAGE"
"MGE+ MGE FM Buy","MGE+","Sink","Retired","NCE Petrofund Corp","MGE"
"MGE- MGE FM Sell","MGE-","Source","Retired","NCE Petrofund Corp","MGE"
"MGMT MAG MT Import","MGMT","Source","Active","MAG Energy Solutions Inc.","MAGE"
"MGSK MAG SK Import","MGSK","Source","Active","MAG Energy Solutions Inc.","MAGE"
"MGXB MAGE BC Export","MGXB","Sink","Active","MAG Energy Solutions Inc.","MAGE"
"MGXM MAG MT Export","MGXM","Sink","Active","MAG Energy Solutions Inc.","MAGE"
"MGXS MAG SK Export","MGXS","Sink","Active","MAG Energy Solutions Inc.","MAGE"
"MHB1 New Dayton","MHB1","Source","Retired","Miami Hutterian Brethren","MIHB"
"MHL1 MHL","MHL1","Source","Retired","Mills Gardenia Holdings Ltd.","MHL"
"MKR1 Muskeg River","MKR1","Source","Active","Canadian Natural Upgrading Limited","CNUL"
"MKRC MacKay River Cogeneration Plant","MKRC","Source","Active","TransCanada Energy Ltd.","TCN"
"ML1L MLF SR","ML1L","Sink","Retired","Maple Leaf Foods Inc","MLF"
"ML1U SR1","ML1U","Sink","Retired","Maple Leaf Foods Inc","MLF"
"ML1X SR2","ML1X","Sink","Retired","Maple Leaf Foods Inc","MLF"
"MLBC MLCC BC Import","MLBC","Source","Retired","Merrill Lynch Commodities Canada, ULC","MLCC"
"MLC+ MLCC FM Buy","MLC+","Sink","Retired","Merrill Lynch Commodities Canada, ULC","MLCC"
"MLC- MLCC FM Sell","MLC-","Source","Retired","Merrill Lynch Commodities Canada, ULC","MLCC"
"MLE AST13919","MLE","Source","Active","TransAlta Corporation","VQW"
"MLPR TC Load","MLPR","Sink","Active","Milner Power II Limited Partnership by its General Partner, Milner Power II Inc","MLPR"
"MLSK MLCC Sask Import","MLSK","Source","Retired","Merrill Lynch Commodities Canada, ULC","MLCC"
"MLXB MLCC BC Export","MLXB","Sink","Retired","Merrill Lynch Commodities Canada, ULC","MLCC"
"MLXS MLCC Sask Export","MLXS","Sink","Retired","Merrill Lynch Commodities Canada, ULC","MLCC"
"MNJS NDP","MNJS","Source","Inactive","NDP","NDP"
"MO1A MOCL SR#1","MO1A","Sink","Retired","Murphy Oil Co. Ltd","MOCL"
"MO1U MOCL SR#2","MO1U","Sink","Retired","Murphy Oil Co. Ltd","MOCL"
"MOBC MSCG Import from BC","MOBC","Source","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MOC+ MOCL FM Buy","MOC+","Sink","Retired","Murphy Oil Co. Ltd","MOCL"
"MOC- MOCL FM Sell","MOC-","Source","Retired","Murphy Oil Co. Ltd","MOCL"
"MOMT MT Import","MOMT","Source","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MOR1 ENFX Morinville","MOR1","Source","Retired","Regco Petroleums Ltd.","RPL"
"MOSK MSCG Import from Sask","MOSK","Source","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MOXB MSCG Export to BC","MOXB","Sink","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MOXM MT Export","MOXM","Sink","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MOXS MSCG Export to Sask","MOXS","Sink","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MP1A MPC SR #2","MP1A","Sink","Active","Maxim Power Corp.","MPC"
"MP1U MPC SR #1","MP1U","Sink","Active","Maxim Power Corp.","MPC"
"MPI MPI Transmission Load","MPI","Sink","Retired","Milner Power Inc.","MPI"
"MPLP MPLP Transmission Load","MPLP","Sink","Active","Milner Power Limited Partnership by its General Partner Milner Power Inc.","MPLP"
"MQBC MQEC BC Import","MQBC","Source","Active","Macquarie Energy Canada Ltd.","MQEC"
"MQMT MQEC MT Import","MQMT","Source","Active","Macquarie Energy Canada Ltd.","MQEC"
"MQSK MQEC SK Import","MQSK","Source","Active","Macquarie Energy Canada Ltd.","MQEC"
"MQXB MQEC BC Export","MQXB","Sink","Active","Macquarie Energy Canada Ltd.","MQEC"
"MQXM MQEC MT Export","MQXM","Sink","Active","Macquarie Energy Canada Ltd.","MQEC"
"MQXS MQEC SK Export","MQXS","Sink","Active","Macquarie Energy Canada Ltd.","MQEC"
"MR1A MREA SR#1","MR1A","Sink","Retired","Manning REA Ltd","MREA"
"MR1U OREA Ret. #1","MR1U","Sink","Active","Mayerthorpe &amp; District REA Ltd.","OREA"
"MRG1  Morning Side Rose Garden","MRG1","Source","Retired","Centennial Rose Garden Inc.","MRG"
"MSC+ MSCG FM Buy","MSC+","Sink","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MSC- MSCG FW Sell","MSC-","Source","Active","Morgan Stanley Capital Group Inc.","MSCG"
"MT Line Loss","MTLL","Sink","Active","AESO - Transmission","TAOA"
"MT1U MONT Ret #1","MT1U","Sink","Suspended","Montana Rural Electrification Association Ltd.","MONT"
"MTL+ MTL FM Buy","MTL+","Sink","Retired","Megas Trading Ltd.","MTL"
"MTL- MTL FM Sell","MTL-","Source","Retired","Megas Trading Ltd.","MTL"
"MUL1 Mulligan","MUL1","Source","Active","Tourmaline Oil Corp.","TMOC"
"MW1A MWFP SR#3","MW1A","Sink","Active","Millar Western Forest Products Ltd.","MWFP"
"MW1E MWFP SR#2","MW1E","Sink","Active","Millar Western Forest Products Ltd.","MWFP"
"MW1U MWFP SR#1","MW1U","Sink","Active","Millar Western Forest Products Ltd.","MWFP"
"MWC1 Mariah Walker Court #1","MWC1","Source","Retired","Mariah Energy Corp.","MEC"
"MWF+ MWFP FM Buy","MWF+","Sink","Active","Millar Western Forest Products Ltd.","MWFP"
"MWF- MWFP FM Sell","MWF-","Source","Active","Millar Western Forest Products Ltd.","MWFP"
"MWFP IND Load","MWFP","Sink","Active","Millar Western Forest Products Ltd.","MWFP"
"MWLS LSSi","MWLS","Sink","Active","Millar Western Forest Products Ltd.","MWFP"
"Magrath Energy #1","MEC1","Source","Retired","Magrath Energy Corporation","MAGR"
"Ml1E","ML1E","Sink","Retired","Maple Leaf Foods Inc","MLF"
"NA1A SENA Retail #1","NA1A","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1C SENA Retail #3","NA1C","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1E SENA Retail #7","NA1E","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1F SENA Retail #5","NA1F","Sink","Retired","Shell Energy North America (Canada) Inc.","SENA"
"NA1L SENA Retail #10","NA1L","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1P SENA Retail #11","NA1P","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1R SENA Retail #6","NA1R","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1U SENA Retail #9","NA1U","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA1W SENA Retail #4","NA1W","Sink","Retired","Shell Energy North America (Canada)","SENA"
"NA1X SENA Retail #2","NA1X","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NA2E SENA Retail #8","NA2E","Sink","Active","Shell Energy North America (Canada) Inc.","SENA"
"NABC NAGP BC Import","NABC","Source","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NAG+ NAGP FM Buy","NAG+","Sink","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NAG- NAGP FM Sell","NAG-","Source","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NAMT NAGP MT IMPORT","NAMT","Source","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NASK NAGP Sask Import","NASK","Source","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NAT1 Ralston","NAT1","Source","Active","NAT-1 Limited Partnership","NEPL"
"NAXB NAGP BC Export","NAXB","Sink","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NAXM NAGP MT EXPORT","NAXM","Sink","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NAXS NAGP Sask Export","NAXS","Sink","Retired","Noble Americas Gas &amp; Power Corp.","NAGP"
"NB2A NWB2 Ret #1","NB2A","Sink","Retired","Negawatt Business Solutions Inc.","NWB2"
"NB2E NWB2 Ret #2","NB2E","Sink","Retired","Negawatt Business Solutions Inc.","NWB2"
"NB2L NWB2 Ret #4","NB2L","Sink","Retired","Negawatt Business Solutions Inc.","NWB2"
"NB2R NWB2 Ret #6","NB2R","Sink","Retired","Negawatt Business Solutions Inc.","NWB2"
"NB2U NWB2 Ret #3","NB2U","Sink","Retired","Negawatt Business Solutions Inc.","NWB2"
"NB2X NWB2 Ret #5","NB2X","Sink","Retired","Negawatt Business Solutions Inc.","NWB2"
"NBSA NWBS Ret #1","NBSA","Sink","Retired","Negawatt Business Solutions Inc.","NWBS"
"NBSE NWBS Ret#2","NBSE","Sink","Retired","Negawatt Business Solutions Inc.","NWBS"
"NBSL NWBS Ret#4","NBSL","Sink","Retired","Negawatt Business Solutions Inc.","NWBS"
"NBSR NWBS Ret#6","NBSR","Sink","Retired","Negawatt Business Solutions Inc.","NWBS"
"NBSU NWBS Ret#3","NBSU","Sink","Retired","Negawatt Business Solutions Inc.","NWBS"
"NBSX NWBS Ret#5","NBSX","Sink","Retired","Negawatt Business Solutions Inc.","NWBS"
"NC1U CXY SR#1","NC1U","Sink","Retired","Nexen Chemicals Canada Ltd.","CXY"
"NCL+ NCLP FM Buy","NCL+","Sink","Retired","NovaGas Canada Limited Partner","NCLP"
"NCL- NCLP FM Sell","NCL-","Source","Retired","NovaGas Canada Limited Partner","NCLP"
"NE1A SR #1","NE1A","Sink","Retired","Numac Energy Inc","NEI"
"NE1U SR #2","NE1U","Sink","Retired","Numac Energy Inc","NEI"
"NEI+ NEI FM Buy","NEI+","Sink","Retired","Numac Energy Inc","NEI"
"NEI- NEI FM Sell","NEI-","Source","Retired","Numac Energy Inc","NEI"
"NEP1 Ghost Pine","NEP1","Source","Active","Ghost Pine Windfarm, LP","GPWF"
"NEPM NEPM TC Load","NEPM","Sink","Active","NextEra Energy Marketing, LLC","NEPM"
"NF1A NFPL SR 1","NF1A","Sink","Retired","Northland Forest Products Ltd","NFPL"
"NG1A NGTL SR#1","NG1A","Sink","Active","NOVA Gas Transmission Ltd.","NGTL"
"NG1E NGTL SR#2","NG1E","Sink","Active","NOVA Gas Transmission Ltd.","NGTL"
"NG1U NGTL SR#4","NG1U","Sink","Active","NOVA Gas Transmission Ltd.","NGTL"
"NG1X NGTL SR#3","NG1X","Sink","Active","NOVA Gas Transmission Ltd.","NGTL"
"NGT+ NGTL FM Buy","NGT+","Sink","Active","NOVA Gas Transmission Ltd.","NGTL"
"NGT- NGTL FM Sell","NGT-","Source","Active","NOVA Gas Transmission Ltd.","NGTL"
"NGTL NGTL TC Load","NGTL","Sink","Active","NOVA Gas Transmission Ltd.","NGTL"
"NNC1 NNC Wind Generator","NNC1","Source","Retired","Norman N. Chychota","NNC"
"NO1U NCLP SR#1","NO1U","Sink","Retired","NovaGas Canada Limited Partner","NCLP"
"NOB1 Numac Otter Battery #1","NOB1","Source","Retired","Penn West Petroleum Ltd","PWPL"
"NOB2 Numac Otter Battery #2","NOB2","Source","Retired","Mercury Electric Corporation","MERC"
"NOB3 Numac Otter Battery #3","NOB3","Source","Retired","Mercury Electric Corporation","MERC"
"NP1A NPC SR #1","NP1A","Sink","Active","Northstone Power Corp.","NPC"
"NPC TC Load","NPC","Sink","Retired","Northstone Power Corp.","NPC"
"NPC1 Denis St. Pierre","NPC1","Source","Active","Northstone Power Corp.","NPC"
"NPC2 JL Landry","NPC2","Source","Active","Northstone Power Corp.","NPC"
"NPC3 Elmworth","NPC3","Source","Active","Northstone Power Corp.","NPC"
"NPP1 Constellation","NPP1","Source","Active","Grande Prairie Generation Inc.","GPI"
"NR1A SR","NR1A","Sink","Retired","TAQA North Ltd.","NRL"
"NR1U NREA SR#1","NR1U","Sink","Active","North Parkland Power REA Ltd.","NREA"
"NR1U NRL SR","NL1U","Sink","Retired","TAQA North Ltd.","NRL"
"NR2U NRE2 Retail","NR2U","Sink","Active","North Parkland Power REA Ltd.","NRE2"
"NRG NRG TC Load","NRG","Sink","Active","NRGreen Power Limited Partnership","NRG"
"NRG3 NRGreen Cogen","NRG3","Source","Active","NRGreen Power Limited Partnership","NRG"
"NW1A NEWP SR #1","NW1A","Sink","Retired","Northern Engineered Wood Products Inc.","NEWP"
"NWI1 Numac Water Inj Stn #1","NWI1","Source","Retired","Penn West Petroleum Ltd","PWPL"
"NWI2 Numac Water Inj Stn #2","NWI2","Source","Retired","Mercury Electric Corporation","MERC"
"NX01 Nexen Inc #1","NX01","Source","Active","ENMAX Balzac LP","ENBL"
"NX01 Nexen Inc #1","NX01","Source","Active","CNOOC Marketing Canada","CCMC"
"NX02  Nexen Inc. #2","NX02","Source","Active","CNOOC Petroleum North America ULC","NXI"
"NX1A NXI SR#2","NX1A","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1C NXI Ret #7","NX1C","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1E NXI SR","NX1E","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1F NXI Ret #6","NX1F","Sink","Retired","Nexen Energy ULC","NXI"
"NX1L NXI Retail","NX1L","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1P NXI SR #4","NX1P","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1R NXI Retail","NX1R","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1U NXI SR#1","NX1U","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX1W NXI Ret #5","NX1W","Sink","Retired","Nexen Energy ULC","NXI"
"NX1X NXI R#3","NX1X","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX2A NX2 Ret #2","NX2A","Sink","Retired","Nexen Inc.","NX2"
"NX2E NXI SR","NX2E","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NX2U NX2 Ret #1","NX2U","Sink","Retired","Nexen Inc.","NX2"
"NX3A NX3 SR #1","NX3A","Sink","Active","CNOOC Petroleum North America ULC","NX3"
"NX3U NX3 SR #3","NX3U","Sink","Active","CNOOC Petroleum North America ULC","NX3"
"NX3X NX3 SR #2","NX3X","Sink","Active","CNOOC Petroleum North America ULC","NX3"
"NXBC NXI BC Import","NXBC","Source","Inactive","CNOOC Petroleum North America ULC","NXI"
"NXI TC Load","NXI","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NXI+ NXI FM Buy","NXI+","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"NXI- NXI FM Sell","NXI-","Source","Active","CNOOC Petroleum North America ULC","NXI"
"NXSK NXI Sask Import","NXSK","Source","Inactive","CNOOC Petroleum North America ULC","NXI"
"NXXB NXI BC Export","NXXB","Sink","Inactive","CNOOC Petroleum North America ULC","NXI"
"NXXS NXI Sask Export","NXXS","Sink","Inactive","CNOOC Petroleum North America ULC","NXI"
"Nexen Chemicals IND LOAD","CXY","Sink","Active","CNOOC Petroleum North America ULC","NXI"
"OG1A OGY SR#1","OG1A","Sink","Retired","OGY Petroleums Ltd.","OGY"
"OG1U OGY SR#2","OG1U","Sink","Retired","OGY Petroleums Ltd.","OGY"
"OGY+ OGY FM Buy","OGY+","Sink","Retired","OGY Petroleums Ltd.","OGY"
"OGY- OGY FM Sell","OGY-","Source","Retired","OGY Petroleums Ltd.","OGY"
"OKH1 OKHB","OKH1","Source","Retired","OK Hutterian Brethren","OKHB"
"OKO1 NDP","OKO1","Source","Inactive","NDP","NDP"
"OL1U OLEI SR#1","OL1U","Sink","Retired","Provident Energy Ltd.","OLEI"
"OLDM TC Load","OLDM","Sink","Retired","Heartland Generation Ltd.","OLDM"
"OLE+ OLEI FM Buy","OLE+","Sink","Retired","Provident Energy Ltd.","OLEI"
"OLE- OLEI FM Sell","OLE-","Source","Retired","Provident Energy Ltd.","OLEI"
"OMRH Oldman River","OMRH","Source","Active","ATCO Power (2010) Ltd.","APTN"
"ONI1 ONIC","ONI1","Source","Active","EarthRenew Strathmore Inc.","ONIC"
"OP1A OPA Ret #1","OP1A","Sink","Active","Strathcona Resources Ltd.","OPC"
"OP1U OPL SR","OP1U","Sink","Retired","Outlook Pork Ltd","OPL"
"OPBC OPGI BC Import","OPBC","Source","Active","Ontario Power Generation Inc.","OPGI"
"OPMT OPGI MT Import","OPMT","Source","Active","Ontario Power Generation Inc.","OPGI"
"OPSK OPGI SK Import","OPSK","Source","Active","Ontario Power Generation Inc.","OPGI"
"OPXB OPGI BC Export","OPXB","Sink","Active","Ontario Power Generation Inc.","OPGI"
"OPXM OPGI MT Export","OPXM","Sink","Active","Ontario Power Generation Inc.","OPGI"
"OPXS OPGI SK Export","OPXS","Sink","Active","Ontario Power Generation Inc.","OPGI"
"OWF1 Oldman 2 Wind Farm 1","OWF1","Source","Active","Oldman 2 Wind Farm Limited","OWFL"
"OWF2 TC Load","OWF2","Sink","Active","Oldman 2 Wind Farm Limited","OWF2"
"OWFL TC LOAD","OWFL","Sink","Active","Oldman 2 Wind Farm Limited","OWFL"
"Op Res Oblig Imp From BC","EAI2","Source","Retired","ESBI Alberta Ltd.","EAL"
"Op Reserve Oblig Bid 1","GRB1","Sink","Retired","Grid Company of Alberta Ltd.","GRID"
"Op Reserve Oblig Bid 2","GRB2","Sink","Retired","Grid Company of Alberta Ltd.","GRID"
"Op Reserve Oblig Offer 1","GRO1","Source","Retired","Grid Company of Alberta Ltd.","GRID"
"P01U PCOG SR#1","P01U","Sink","Active","Suncor Energy Oil Sands Limited Partnership","PCOG"
"PA1A PPSC SR#1","PA1A","Sink","Active","Peace Power Services Corporation","PPSC"
"PA1E PPSC SR#7","PA1E","Sink","Active","Peace Power Services Corporation","PPSC"
"PA1L PPSC SR#3","PA1L","Sink","Active","Peace Power Services Corporation","PPSC"
"PA1P PPSC SR#6","PA1P","Sink","Active","Peace Power Services Corporation","PPSC"
"PA1R PPSCSR#5","PA1R","Sink","Active","Peace Power Services Corporation","PPSC"
"PA1U PPSC SR#2","PA1U","Sink","Active","Peace Power Services Corporation","PPSC"
"PA1X PPSC SR#4","PA1X","Sink","Active","Peace Power Services Corporation","PPSC"
"PAP+ PAPL FM Buy","PAP+","Sink","Active","Prairie Power Ltd.","PAPL"
"PB1A PBUB Ret #1","PB1A","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PB1C PBUB SR#7","PB1C","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
